Time Of Stop,Location,Belts,Personal Injury,Property Damage,Fatal,Commercial License,Commercial Vehicle,Alcohol,State,VehicleType,Make,Model,Color,Violation Type,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type
3,21100 NEW HAMPSHIRE AVE,No,Yes,No,No,No,No,No,MD,02 - Automobile,CHEVY,TK,GRAY,Citation,Transportation Article,Yes,WHITE,M,DAMASCUS,MD,MD,A - Marked Patrol
7,FATHER HURLEY BLVD @ WISTERIA DR,No,Yes,No,No,Yes,No,No,MD,10 - Transit Bus,GILL,BUS,BLUE,Citation,Transportation Article,Yes,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
1,SHADY SPRING DR @ LINDSTROM CT,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,F150,"BLUE, DARK",Citation,Transportation Article,Yes,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol
9,"11445 AMHERST AVE, WHEATON, MD 20902",No,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,SILVER,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
10,TUCKERMAN LA / OLD GEORGETOWN RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,BLUE,Citation,Transportation Article,Yes,WHITE,F,CABIN JOHN,MD,MD,A - Marked Patrol
13,18616 WICKHAM RD / 4800 CHICHESTER HOUSE,No,Yes,No,No,No,No,No,MD,02 - Automobile,SCION,TC,BLACK,Citation,Transportation Article,Yes,WHITE,M,ASHTON,MD,MD,A - Marked Patrol
6,306 MARVIN RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,FORD,RANGER,WHITE,Citation,Transportation Article,Yes,HISPANIC,M,POOLESVILLE,MD,MD,A - Marked Patrol
21,FREDERICK RD @ RT 370,No,Yes,No,No,No,No,No,XX,29 - Unknown,NONE,NONE,N/A,Citation,Transportation Article,Yes,BLACK,M,SUITLAND,MD,VA,A - Marked Patrol
14,MUNCASTER MILL RD @ MILLER FALL RD,No,Yes,No,No,No,No,No,MD,02 - Automobile,MITS,OUTLANDER,SILVER,Citation,Transportation Article,Yes,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol
15,MONTROSE RD/SEVEN LOCKS RD,No,Yes,No,No,No,No,No,MD,02 - Automobile,FORD,FUSION,GRAY,Citation,Transportation Article,Yes,WHITE,M,WHEATON,MD,MD,A - Marked Patrol
21,BONIFANT RD @ ANTIETAM CT,No,No,No,No,No,No,No,MD,02 - Automobile,SUBARU,FORESTER,SILVER,Citation,Transportation Article,Yes,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol
10,MONTGOMERY VILLAGE AVE @ RUSSELL AVE,No,Yes,No,No,No,No,No,MD,28 - Other,TOYOTA,SEQUOIA,WHITE,Citation,Transportation Article,Yes,BLACK,M,GERMANTOWN,MD,MD,B - Unmarked Patrol
8,W/B E. GUDE DR AT DOVER RD,No,Yes,No,No,No,No,No,MD,07 - Truck/Road Tractor,FORD,F250,BLACK,Citation,Transportation Article,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
13,26241 RIDGE RD.,Yes,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,BLACK,Citation,Transportation Article,Yes,WHITE,M,DAYTON,MD,MD,A - Marked Patrol
17,118 AND AIRCRAFT DR,No,No,No,No,No,No,No,MD,02 - Automobile,JEEP,TK,BLACK,Warning,Transportation Article,Yes,WHITE,M,CROFTON,MD,MD,A - Marked Patrol
11,QUINCE ORCHARD RD @ CLOPPER RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,TOYOYA,COROLLA,BLACK,Citation,Transportation Article,Yes,HISPANIC,F,GAITHERSBURG,MD,MD,B - Unmarked Patrol
8,1200 BLOCK OF GOLD MINE ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,TK,RED,Citation,Transportation Article,Yes,WHITE,M,OLNEY,MD,MD,A - Marked Patrol
10,CONN AVE/ GREENLY ST,No,No,No,No,No,No,No,MD,02 - Automobile,ACUR,2S,RED,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
17,FREDERICK RD & GREENBROOK DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,CAMRY,BLACK,Citation,Transportation Article,Yes,ASIAN,F,BOYDS,MD,MD,A - Marked Patrol
0,WESTLAKE TERR AT MOTOR CITY DR,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Warning,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
9,RIVER RD/NEVIS RD,No,No,No,No,No,No,No,MD,02 - Automobile,VOLKSWAGON,4H,GRAY,Citation,Transportation Article,Yes,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol
1,SOUTH FREDERICK / N WESTLAND,No,Yes,No,No,No,No,No,MD,02 - Automobile,FORD,RANGER,BLACK,Citation,Transportation Article,Yes,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol
11,12526 MONTCLAIR DRIVE,No,No,Yes,No,No,No,No,MD,02 - Automobile,SUBA,SW,SILVER,Citation,Transportation Article,Yes,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
18,COLESVILLE RD @ WOODMOOR CIR,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,SENTRA 4D,SILVER,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
22,14700 BLK. AVERY RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,FORD,FREESTYLE,BLACK,Citation,Transportation Article,Yes,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol
10,495 AND ROCKVILLE PIKE,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,NISSAN,TITAN,SILVER,Citation,Transportation Article,Yes,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol
0,BEL PRE ROAD @ HOMECREST RD,No,Yes,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLUE,Citation,Transportation Article,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
11,SB ROCKVILLE PIKE/CEDAR LANE,No,Yes,No,No,No,No,No,PA,02 - Automobile,PONTIAC,GRAND PRIX,GRAY,Citation,Transportation Article,Yes,BLACK,M,GERMANTOWN,MD,PA,A - Marked Patrol
17,13990 GEORGIA AVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,SILVER,Citation,Transportation Article,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
12,406 GAITHER ST,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,MUSTANG,BLACK,Citation,Transportation Article,Yes,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
7,LAYHILL RD SB @ BONIFANT RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,SUZUKI,GRAND VITARA,RED,Citation,Transportation Article,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
7,RT. 117 @ RT. 118,No,Yes,No,No,No,No,No,MD,02 - Automobile,ACUR,MDX,MAROON,Citation,Transportation Article,Yes,HISPANIC,F,GERMANTOWN,MD,MD,A - Marked Patrol
8,RIFFLEFORD RD @ WSSC PLANT,No,No,Yes,No,No,No,No,MD,02 - Automobile,HOND,ODY,SILVER,Warning,Transportation Article,Yes,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol
7,WHITES FERRY RD @ SUGARLAND RD,No,Yes,No,No,No,No,No,WV,02 - Automobile,FORD,ESCAPE,GREEN,Citation,Transportation Article,Yes,WHITE,F,CHARLES TOWN,WV,WV,A - Marked Patrol
9,REDLAND RD/NEEDWOOD RD,No,No,Yes,No,Yes,No,No,VA,02 - Automobile,HYUNDAI,ACCENT,"BLUE, LIGHT",Citation,Transportation Article,Yes,WHITE,M,DERWOOD,MD,MD,A - Marked Patrol
16,116 UNIVERSITY BLVD W,No,Yes,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,Yes,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
22,AMHERST AVE @ ELKIN ST,No,Yes,No,No,No,No,No,MD,02 - Automobile,NISSAN,VERSA,GRAY,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
23,TWINBROOK PARKWAY & PARKLAWN DR,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,SUV,GRAY,Citation,Transportation Article,Yes,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol
19,GREAT SENECA HIGHWAY @ MATENY RD,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,MALIBU,BLACK,Citation,Transportation Article,Yes,OTHER,M,GERMANTOWN,MD,MD,B - Unmarked Patrol
23,1510 DILSTON ROAD,Yes,Yes,No,No,No,No,No,MD,02 - Automobile,HONDA,ODYSSEY,SILVER,Citation,Transportation Article,Yes,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
15,RT. 355 @ GUNNERS BRANCH ROAD,No,Yes,No,No,No,No,No,MD,08 - Recreational Vehicle,TOYOTA,HIGHLANDER,"BLUE, LIGHT",Citation,Transportation Article,Yes,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
3,11219 GRANDVIEW AVE,No,No,No,No,Yes,No,No,MD,02 - Automobile,TOYOTA,COROLLA,GOLD,Citation,Transportation Article,Yes,WHITE,M,WHEATON,MD,MD,A - Marked Patrol
14,GEORGIA AVE / UNIVERSITY BLVD,No,No,No,No,No,No,No,DC,02 - Automobile,CHEV,IMPALA,SILVER,Warning,Transportation Article,Yes,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol
18,15004 QUINCE ORCHARD ROAD,No,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC/2S,RED,Citation,Transportation Article,Yes,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol
23,SNOUFFER SCHOOL RD @ CENTERWAY RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,SCION,BLACK,Citation,Transportation Article,Yes,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
13,W/B MONTROSE RD AT E. JEFFERSON ST,No,No,Yes,No,No,Yes,No,MD,02 - Automobile,VOLV,4S,SILVER,Citation,Transportation Article,Yes,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol
16,DARNESTOWN RD/MUDDY BRANCH RD,Yes,No,Yes,No,No,No,No,MD,02 - Automobile,TOYOTA,SIENNA,RED,Citation,Transportation Article,Yes,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
14,SB 270 / MIDDLE BROOK RD,No,No,No,No,No,No,No,WV,02 - Automobile,SUBA,IMPREZZA,GRAY,Warning,Transportation Article,Yes,WHITE,M,SAINT MARYS,WV,WV,A - Marked Patrol
5,16TH ST @ COLESVILLE RD,Yes,Yes,No,No,No,No,No,MD,02 - Automobile,CHEVROLET,HHR,RED,Citation,Transportation Article,Yes,WHITE,F,COLLEGE PARK,MD,US,A - Marked Patrol
7,SHADY GROVE RD @ FALLSGROVE,Yes,Yes,No,No,No,No,No,MD,02 - Automobile,HONDA,CRV,WHITE,Citation,Transportation Article,Yes,ASIAN,F,SILVER SPRING,MD,MD,L - Motorcycle
8,GEORGIA AVE/HATHAWAY DR,No,No,No,No,No,No,No,ME,02 - Automobile,HONDA,2H,GRAY,Citation,Transportation Article,Yes,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
6,9800 GEORGIA AVE / 2000 FOREST GLEN RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,SEQUOIA,WHITE,Citation,Transportation Article,Yes,BLACK,F,BOWIE,MD,MD,A - Marked Patrol
23,2801 MCCOMAS AVE,No,No,No,No,No,No,No,MD,02 - Automobile,JEEP,WRANGLER,TAN,Citation,Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
23,GEORGIA@NORTH HIGH STREET,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,4D,BLACK,Citation,Transportation Article,Yes,BLACK,M,OLNEY,MD,MD,A - Marked Patrol
9,COLESVILLE RD / WOODSIDE PKWY,No,No,No,No,Yes,No,No,VT,05 - Light Duty Truck,TOYOTA,TACOMA,RED,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,VT,A - Marked Patrol
6,COLUMBIA PIKE/ BLACKBURN ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,EXPLORER,GRAY,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
13,VEIRS MILL RD / TURKEY BRANCH PKWY,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,E350,SILVER,Citation,Transportation Article,Yes,HISPANIC,M,ROCKVILLE,MD,XX,A - Marked Patrol
15,5130 NICHOLSON LA,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,MERZ,GLK350,WHITE,Citation,Transportation Article,Yes,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol
1,SHADY GROVE ROAD / KEY WEST AVENUE,No,No,No,No,No,No,No,VA,02 - Automobile,BMW,X3,BLACK,Citation,Transportation Article,Yes,WHITE,M,GREAT FALLS,VA,VA,A - Marked Patrol
7,RT. 27 @ GUE ROAD,No,Yes,No,No,No,No,No,MD,02 - Automobile,SUBA,LEGACY,MAROON,Warning,Transportation Article,Yes,WHITE,F,KNOXVILLE,MD,MD,A - Marked Patrol
21,8010 FENTON STREET,No,No,Yes,No,No,No,No,MD,02 - Automobile,TOYT,RAV4,GRAY,Citation,Transportation Article,Yes,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
2,FAIRLAND RD / TAMARACK RD,No,Yes,No,No,No,No,No,MD,02 - Automobile,DODGE,NEON,GREEN,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
4,N/B I-270 / MIDDLEBROOK RD,Yes,Yes,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,Yes,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol
15,ASPEN HILL RD/CONNECTICUT AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,FJ CRUISER,SILVER,Citation,Transportation Article,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
0,CONNECTICUT / PLYERS MILL,No,No,Yes,No,No,No,No,MD,02 - Automobile,INFINITI,G35,GRAY,Citation,Transportation Article,Yes,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol
1,LAYHILL RD / ICC MD 200 @RED LIGHT,No,No,Yes,No,No,No,No,MD,02 - Automobile,HYUNDAI,ELANTRA,GRAY,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
12,NB 270/ 124,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4S,GRAY,Warning,Transportation Article,Yes,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol
21,ASPEN HILL RD @ VEIRS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,EXPLORER,TAN,Citation,Transportation Article,Yes,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol
18,EAST-WEST HIGHWAY @ GRUBB ROAD,No,Yes,No,No,No,No,No,MD,02 - Automobile,HYUNDAI,ELANTRA,BLUE,Citation,Transportation Article,Yes,OTHER,M,CHEVY CHASE,MD,MD,A - Marked Patrol
7,FLOWER AVE @ E WAYNE AVE,No,No,No,No,Yes,No,No,MD,02 - Automobile,TOYOTA,AVALON,MAROON,Citation,Transportation Article,Yes,OTHER,M,TAKOMA PARK,MD,MD,A - Marked Patrol
13,SNOUFFER SCHOOL RD/ BONANZA WAY,Yes,No,No,No,No,No,No,MD,05 - Light Duty Truck,FORD,F150,RED,Citation,Transportation Article,Yes,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol
0,3400 MAY ST,No,No,Yes,No,Yes,No,No,MD,02 - Automobile,TOYOTA,SU,WHITE,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
8,RIVER RD AT GOLDSBORO RD,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,ALTIMA,WHITE,Citation,Transportation Article,Yes,WHITE,M,RESTON,VA,MD,A - Marked Patrol
23,UNIVERSITY BLVD W/ VEIRS MILL RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,SILVER,Warning,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
15,CHERRY HILL RD @ CALVERTON BLVD,No,No,Yes,No,No,No,No,MD,02 - Automobile,FORD,4S,"BLUE, LIGHT",Citation,Transportation Article,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
15,SB US29 @ TIMBERWOOD AVE,No,No,Yes,No,No,No,No,VA,02 - Automobile,VOLKS,GOLF,WHITE,Citation,Transportation Article,Yes,WHITE,M,CENTREVILLE,VA,VA,A - Marked Patrol
5,OLNEY LAYTONSVILLE RD / VOLUNTEER DR,No,No,No,Yes,No,No,No,MD,02 - Automobile,FORD,F-250,WHITE,Citation,Transportation Article,Yes,WHITE,M,MOUNT JACKSON,VA,VA,A - Marked Patrol
22,WOODMONT AVE @ BATTERY LA,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,WHITE,Citation,Transportation Article,Yes,ASIAN,F,CHEVY CHASE,MD,MD,A - Marked Patrol
12,"WOODFIELD RD, @ FLOWER HILL WAY",No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4S,WHITE,Citation,Transportation Article,Yes,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol
10,SOUTHBOUND 27/MORNINGSTAR DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,2S,BLACK,Citation,Transportation Article,Yes,WHITE,F,DAMASCUS,MD,MD,A - Marked Patrol
14,11160 VEIRS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,ALTIMA,WHITE,Citation,Transportation Article,Yes,BLACK,M,WHEATON,MD,MD,A - Marked Patrol
1,205 PROFESSIONAL DR,No,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,ODDESEY,GOLD,Citation,Transportation Article,Yes,HISPANIC,M,MONTGOMVERY VILLAGE,MD,MD,A - Marked Patrol
18,VEIRS MILL RD WB / UNIVERSITY BLVD EB,No,No,Yes,No,No,No,No,MD,02 - Automobile,TOYOTA,HIGHLANDER,BLUE,Citation,Transportation Article,Yes,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol
11,ARCOLA AVE / GRANDVIEW AVE.,No,Yes,No,No,No,No,No,MD,02 - Automobile,MAZDA,CX9,WHITE,Citation,Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
13,UNIVERSITY BLVD W / BRUNNETT AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,CAMRY,GOLD,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
22,SAM EIG / FIELDS RD,No,No,No,No,No,No,No,MD,02 - Automobile,MAZD,4S,SILVER,Citation,Transportation Article,Yes,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
16,S/B 270 SPUR TO 495 EAST@ MD 355,No,No,Yes,No,No,No,No,MD,02 - Automobile,HOND,CIVIC,BLACK,Citation,Transportation Article,Yes,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol
9,13313 DARNESTOWN RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ODESSEY,GRAY,Citation,Transportation Article,Yes,ASIAN,F,BOYDS,MD,MD,A - Marked Patrol
10,13100 COLUMBIA PIKE - VERIZON BLDG,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,TAN,Citation,Transportation Article,Yes,WHITE,M,OLNEY,MD,MD,A - Marked Patrol
3,BRANDERMILL DR @ LEDBURY WAY,No,No,Yes,No,No,No,No,MD,02 - Automobile,GMC,YUKON XL,TAN,Citation,Transportation Article,Yes,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
19,UNIVERSITY BLVD E @ LEXINGTON DR,No,No,Yes,No,No,No,No,MD,02 - Automobile,BMW,Z4,GRAY,Citation,Transportation Article,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
12,"US 29 / FRANKLIN AVE, S/B",Yes,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,TOYT,TK,SILVER,Citation,Transportation Article,Yes,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
3,809 BONIFANT RD,No,No,No,No,No,No,No,MD,02 - Automobile,GMC,ENVOY,GRAY,Citation,Transportation Article,Yes,BLACK,M,LANHAM,MD,MD,A - Marked Patrol
21,BENTLEY PARK DRIVE AT CAMLEY WAY,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,BLUE,Citation,Transportation Article,Yes,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol
18,SKIDMORE/SWARTHMORE,No,No,Yes,No,No,No,No,DE,02 - Automobile,NISSAN,ALTIMA,BLACK,Citation,Transportation Article,Yes,WHITE,F,SILVER SPRING,MD,DE,A - Marked Patrol
13,WISCONSIN AVE AT COMMERCE,No,No,Yes,No,Yes,No,No,MD,02 - Automobile,TOYOTA,CAMRY,WHITE,Citation,Transportation Article,Yes,BLACK,M,LANHAM,MD,MD,A - Marked Patrol
18,8500 JONES MILL RD / EAST WEST HWY,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,SILVER,Citation,Transportation Article,Yes,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol
11,198 AND PEACH ORCHARD,No,Yes,No,No,No,No,No,MD,07 - Truck/Road Tractor,PTRB,TK,YELLOW,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
10,GEORGIA  / CAMERON,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,ESCAPE,BLUE,Citation,Transportation Article,Yes,OTHER,M,WASHINGTON,DC,DC,A - Marked Patrol
14,370 RAMP EXIT ONTO LEFT TURN TO SHADY GR,No,No,Yes,No,No,No,No,MD,02 - Automobile,TOYOTA,4S,GRAY,Citation,Transportation Article,Yes,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
8,RANDOLPH RD @ KEMP MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,4S,BROWN,Citation,Transportation Article,Yes,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
0,3400 MAY ST,No,No,Yes,No,Yes,No,No,MD,02 - Automobile,TOYOTA,SU,WHITE,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
17,MIDCOUNTY HWY. AT WOODFIELD RD.,No,No,No,No,No,No,No,MD,02 - Automobile,MAZDA,MPV,SILVER,Citation,Transportation Article,Yes,HISPANIC,M,GAITHERSBURG,MD,VA,A - Marked Patrol
9,355/SECURITY LN,No,No,Yes,No,No,No,No,MD,02 - Automobile,TOYT,COROLLA,SILVER,Citation,Transportation Article,Yes,WHITE,M,CHEVY CHASE,MD,MD,A - Marked Patrol
18,10405 NEW HAMPSHIRE AVE,No,No,Yes,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,SILVER,Citation,Transportation Article,Yes,HISPANIC,M,LANHAM,MD,MD,A - Marked Patrol
7,WATKINS MILL RD @ WAYFARER DR,No,No,Yes,No,No,No,No,MD,02 - Automobile,MERC,MOUNTAINEER,BLACK,Warning,Transportation Article,Yes,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
7,LINDEN LANE /  SECOND AVE,Yes,Yes,No,No,No,No,No,MD,02 - Automobile,NISSAN,QUEST,GOLD,Citation,Transportation Article,Yes,BLACK,F,SILVER SPRING,MD,MD,Q - Marked Laser
20,29/ STEWART LANE,No,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,Yes,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
10,LOST KNIFE RD/ODENDHAL AVE,No,No,Yes,No,No,No,No,MD,02 - Automobile,TOYT,COROLLA,WHITE,Citation,Transportation Article,Yes,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol
23,UNIVERSITY BLVD E @ E FRANKLIN AVE,Yes,No,Yes,No,No,No,No,MD,02 - Automobile,DODGE,DURANGO,RED,Citation,Transportation Article,Yes,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
18,GEORGIA AVE/CEDAR VIEW CT,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,4RUNNER,GRAY,Citation,Transportation Article,Yes,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol
17,EAST-WEST HIGHWAY @ GRUBB ROAD,No,Yes,No,No,No,No,No,MD,05 - Light Duty Truck,DODGE,RAM 1500,WHITE,Citation,Transportation Article,Yes,HISPANIC,M,BETHESDA,MD,MD,A - Marked Patrol
7,NEW HAMPSHIRE AVE. @ NORWOOD RD,No,No,Yes,No,No,No,No,MD,02 - Automobile,JEEP,4S,GOLD,Citation,Transportation Article,Yes,OTHER,M,ROCKVILLE,MD,MD,A - Marked Patrol
7,LOYOLA ST AT WENDY LA,No,No,Yes,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,Yes,OTHER,M,SILVER SPRIG,MD,MD,A - Marked Patrol
20,18708 BLOOMFIELD RD,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,TRAIL BLAZER,RED,Citation,Transportation Article,Yes,WHITE,M,OLNEY,MD,MD,A - Marked Patrol
0,UNIVERSIRT BLVD E/ CARROLL AVE,No,No,Yes,No,No,No,No,MD,02 - Automobile,ACUR,TL,BLACK,Citation,Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
16,N/B 355 AT UPPER TUCKERMAN LANE,No,No,Yes,No,No,No,No,MD,02 - Automobile,DODGE,CHARGER,BLACK,Citation,Transportation Article,Yes,BLACK,F,CLARKSVILLE,MD,MD,A - Marked Patrol
9,13120 WONDERLAND WAY GERMANTOWN MD,No,Yes,No,No,No,No,No,MD,02 - Automobile,HOND,CIVIC,SILVER,Citation,Transportation Article,Yes,ASIAN,F,GERMANTOWN,MD,MD,A - Marked Patrol
1,SHADY SPRING DR @ LINDSTROM CT,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,F150,"BLUE, DARK",Citation,Transportation Article,Yes,HISPANIC,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol
2,1226 CLAGETT DR,No,No,No,No,No,No,No,MD,02 - Automobile,GMC,YUKON,GREEN,Citation,Transportation Article,Yes,WHITE,M,ROCKVILLE,MD,TX,A - Marked Patrol
9,WATKINS MILL RD @ TRAVIS AVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ODYSSEY,"GREEN, LGT",Citation,Transportation Article,Yes,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
15,I495 AND OLD GEORGETOWN RD,No,No,Yes,No,No,No,No,MD,06 - Heavy Duty Truck,GMC,BOX TRUCK,WHITE,Citation,Maryland Rules,Yes,BLACK,M,DISTRICT HEIGHTS,MD,MD,A - Marked Patrol
23,TWINBROOK PARKWAY & PARKLAWN DR,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,SUV,GRAY,Citation,Transportation Article,Yes,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol
